1032	1626
1033	1889
1034	412
1035	2364
1036	2496
1037	2095
1038	1626
1039	1889
1040	412
1041	2364
1042	2496
1043	2095
1044	1626
1045	1889
1046	412
1047	2364
1048	2496
1049	2095
1050	1626
1051	1889
1052	412
1053	2496
1054	2095
1055	1626
1056	1889
1057	412
1058	2364
1059	2496
1060	2095
1061	1626
1062	1889
1063	412
1064	2364
1065	2496
1066	2095
1067	1626
1068	1889
1069	412
1070	2364
1071	2496
1072	2095
1073	1626
1074	1889
1075	412
1076	2364
1077	2496
1078	2095
1079	1626
1080	1889
1081	412
1082	2364
1083	2496
1084	2095
1085	1626
1086	412
1087	743
1088	2364
1089	2496
1090	2095
1091	1626
1092	1889
1093	412
1094	743
1095	2364
1096	2496
1097	2095
1098	1626
1099	1889
1100	412
1101	2364
1102	2496
1103	2095
1104	1626
1105	1889
1106	412
1107	2364
1108	2496
1109	2095
1110	1626
1111	1889
1112	412
1113	2364
1114	2496
1115	2095
1116	1626
1117	1889
1118	412
1119	2364
1120	2496
1121	2095
1122	1626
1123	1889
1124	412
1125	2364
1126	2496
1127	2095
1128	1626
1129	1889
1130	412
1131	2364
1132	2496
1133	2095
1134	1626
1135	1889
1136	412
1137	2364
1138	2496
1139	2095
1140	1626
1141	1889
1142	412
1143	2364
1144	2496
1145	2095
1146	1626
1147	1889
1148	412
1149	743
1150	2364
1151	2496
1152	2095
1153	1626
1154	1889
1155	412
1156	2364
1157	2496
1158	2095
1159	1626
1160	1889
1161	412
1162	743
1163	2364
1164	2496
1165	2095
1166	1626
1167	1889
1168	412
1169	2364
1170	2496
1171	2095
1172	1626
1173	412
1174	743
1175	2364
1176	2496
1177	2095
1178	1626
1179	1889
1180	412
1181	2364
1182	2496
1183	2095
1184	1626
1185	1889
1186	2095
1187	1626
1188	1889
1189	412
1190	743
1191	2364
1192	2496
1193	2095
1194	1626
1195	1889
1196	412
1197	743
1198	2364
1199	2496
1200	2095
1201	1626
1202	1889
1203	412
1204	743
1205	2364
1206	2496
1207	2095
1208	1626
1209	1889
1210	412
1211	2364
1212	2496
1213	2095
1214	1626
1215	1889
1216	412
1217	743
1218	2364
1219	2496
1220	2095
1221	1626
1222	1889
1223	412
1224	743
1225	2364
1226	2496
1227	2095
1228	1626
1229	1889
1230	412
1231	2364
1232	2496
1233	2095
1234	1626
1235	1889
1236	412
1237	743
1238	2364
1239	2496
1240	2095
1241	1626
1242	1889
1243	412
1244	743
1245	2364
1246	2496
1247	2095
1248	1626
1249	1889
1250	412
1251	2364
1252	2496
1253	2095
1254	1626
1255	1889
1256	412
1257	2364
1258	2496
1259	2095
1260	1626
1261	1889
1262	412
1263	2364
1264	2496
1265	2095
1266	1626
1267	1889
1268	412
1269	743
1270	2364
1271	2496
1272	2095
1273	1626
1274	1889
1275	412
1276	743
1277	2364
1278	2496
1279	2095
1280	1626
1281	1889
1282	412
1283	2364
1284	2496
1285	2095
1286	1626
1287	1889
1288	412
1289	743
1290	2364
1291	2496
1292	2095
1293	1626
1294	1626
1295	1889
1296	412
1297	743
1298	2364
1299	2496
1300	2095
1301	1626
1302	1889
1303	412
1304	2364
1305	2496
1306	2095
1307	1626
